anio,funcion,sexo,decil,valor_millones
2009,Ayuda a otros hogares,Total,I,10570.882
2009,Ayuda a otros hogares,Total,II,10702.301
2009,Ayuda a otros hogares,Total,III,8857.082
2009,Ayuda a otros hogares,Total,IV,10147.052
2009,Ayuda a otros hogares,Total,V,11033.981
2009,Ayuda a otros hogares,Total,VI,9682.351
2009,Ayuda a otros hogares,Total,VII,13816.532
2009,Ayuda a otros hogares,Total,VIII,12094.222
2009,Ayuda a otros hogares,Total,IX,13686.92
2009,Ayuda a otros hogares,Total,X,12973.512
2010,Ayuda a otros hogares,Total,Total,154648.183
2010,Ayuda a otros hogares,Total,I,14262.573
2010,Ayuda a otros hogares,Total,II,14377.731
2010,Ayuda a otros hogares,Total,III,13233.925
2010,Ayuda a otros hogares,Total,IV,13668.704
2010,Ayuda a otros hogares,Total,V,14475.806
2010,Ayuda a otros hogares,Total,VI,14128.533
2010,Ayuda a otros hogares,Total,VII,17396.883
2010,Ayuda a otros hogares,Total,VIII,16679.552
2010,Ayuda a otros hogares,Total,IX,18549.307
2010,Ayuda a otros hogares,Total,X,17875.168
2011,Ayuda a otros hogares,Total,Total,202068.756
2011,Ayuda a otros hogares,Total,I,18442.801
2011,Ayuda a otros hogares,Total,II,18582.939
2011,Ayuda a otros hogares,Total,III,18308.043
2011,Ayuda a otros hogares,Total,IV,17735.365
2011,Ayuda a otros hogares,Total,V,18405.666
2011,Ayuda a otros hogares,Total,VI,19260.221
2011,Ayuda a otros hogares,Total,VII,21583.315
2011,Ayuda a otros hogares,Total,VIII,22012.534
2011,Ayuda a otros hogares,Total,IX,24207.902
2011,Ayuda a otros hogares,Total,X,23529.969
2012,Ayuda a otros hogares,Total,Total,258279.306
2012,Ayuda a otros hogares,Total,I,23480.841
2012,Ayuda a otros hogares,Total,II,23622.374
2012,Ayuda a otros hogares,Total,III,24257.717
2012,Ayuda a otros hogares,Total,IV,22517.794
2012,Ayuda a otros hogares,Total,V,23105.693
2012,Ayuda a otros hogares,Total,VI,25346.083
2012,Ayuda a otros hogares,Total,VII,26522.553
2012,Ayuda a otros hogares,Total,VIII,28286.892
2012,Ayuda a otros hogares,Total,IX,30887.987
2012,Ayuda a otros hogares,Total,X,30251.373
2013,Ayuda a otros hogares,Total,Total,301889.21
2013,Ayuda a otros hogares,Total,I,27241.031
2013,Ayuda a otros hogares,Total,II,27436.727
2013,Ayuda a otros hogares,Total,III,29168.011
2013,Ayuda a otros hogares,Total,IV,26289.882
2013,Ayuda a otros hogares,Total,V,26633.013
2013,Ayuda a otros hogares,Total,VI,30226.317
2013,Ayuda a otros hogares,Total,VII,30113.979
2013,Ayuda a otros hogares,Total,VIII,33225.592
2013,Ayuda a otros hogares,Total,IX,36064.147
2013,Ayuda a otros hogares,Total,X,35490.511
2014,Ayuda a otros hogares,Total,Total,353378.761
2014,Ayuda a otros hogares,Total,I,31790.965
2014,Ayuda a otros hogares,Total,II,32039.789
2014,Ayuda a otros hogares,Total,III,35054.835
2014,Ayuda a otros hogares,Total,IV,30740.67
2014,Ayuda a otros hogares,Total,V,30731.811
2014,Ayuda a otros hogares,Total,VI,36000.859
2014,Ayuda a otros hogares,Total,VII,34280.421
2014,Ayuda a otros hogares,Total,VIII,39083.012
2014,Ayuda a otros hogares,Total,IX,42128.531
2014,Ayuda a otros hogares,Total,X,41527.867
2015,Ayuda a otros hogares,Total,Total,378358.72
2015,Ayuda a otros hogares,Total,I,35028.589
2015,Ayuda a otros hogares,Total,II,33760.438
2015,Ayuda a otros hogares,Total,III,36302.688
2015,Ayuda a otros hogares,Total,IV,32560.82
2015,Ayuda a otros hogares,Total,V,33768.544
2015,Ayuda a otros hogares,Total,VI,38136.892
2015,Ayuda a otros hogares,Total,VII,37238.348
2015,Ayuda a otros hogares,Total,VIII,42421.554
2015,Ayuda a otros hogares,Total,IX,44203.432
2015,Ayuda a otros hogares,Total,X,44937.416
2016,Ayuda a otros hogares,Total,Total,395012.12
2016,Ayuda a otros hogares,Total,I,37435.228
2016,Ayuda a otros hogares,Total,II,34647.782
2016,Ayuda a otros hogares,Total,III,36747.84
2016,Ayuda a otros hogares,Total,IV,33734.124
2016,Ayuda a otros hogares,Total,V,36134.369
2016,Ayuda a otros hogares,Total,VI,39401.563
2016,Ayuda a otros hogares,Total,VII,39401.743
2016,Ayuda a otros hogares,Total,VIII,44865.977
2016,Ayuda a otros hogares,Total,IX,45250.569
2016,Ayuda a otros hogares,Total,X,47392.925
2017,Ayuda a otros hogares,Total,Total,419719.039
2017,Ayuda a otros hogares,Total,I,40838.537
2017,Ayuda a otros hogares,Total,II,36279.953
2017,Ayuda a otros hogares,Total,III,37816.35
2017,Ayuda a otros hogares,Total,IV,35479.01
2017,Ayuda a otros hogares,Total,V,39303.986
2017,Ayuda a otros hogares,Total,VI,41404.266
2017,Ayuda a otros hogares,Total,VII,42395.871
2017,Ayuda a otros hogares,Total,VIII,48202.724
2017,Ayuda a otros hogares,Total,IX,47210.65
2017,Ayuda a otros hogares,Total,X,50787.693
2018,Ayuda a otros hogares,Total,Total,451100.814
2018,Ayuda a otros hogares,Total,I,44904.244
2018,Ayuda a otros hogares,Total,II,38391.986
2018,Ayuda a otros hogares,Total,III,39374.029
2018,Ayuda a otros hogares,Total,IV,37755.923
2018,Ayuda a otros hogares,Total,V,43178.057
2018,Ayuda a otros hogares,Total,VI,44048.573
2018,Ayuda a otros hogares,Total,VII,46121.982
2018,Ayuda a otros hogares,Total,VIII,52360.14
2018,Ayuda a otros hogares,Total,IX,49868.765
2018,Ayuda a otros hogares,Total,X,55097.115
2019,Ayuda a otros hogares,Total,Total,480828.613
2019,Ayuda a otros hogares,Total,I,48414.669
2019,Ayuda a otros hogares,Total,II,40124.294
2019,Ayuda a otros hogares,Total,III,40748.519
2019,Ayuda a otros hogares,Total,IV,40000.398
2019,Ayuda a otros hogares,Total,V,46928.968
2019,Ayuda a otros hogares,Total,VI,46649.383
2019,Ayuda a otros hogares,Total,VII,49762.1
2019,Ayuda a otros hogares,Total,VIII,56526.296
2019,Ayuda a otros hogares,Total,IX,52203.331
2019,Ayuda a otros hogares,Total,X,59470.654
2020,Ayuda a otros hogares,Total,Total,568840.148
2020,Ayuda a otros hogares,Total,I,57782.082
2020,Ayuda a otros hogares,Total,II,47023.936
2020,Ayuda a otros hogares,Total,III,48045.066
2020,Ayuda a otros hogares,Total,IV,47240.936
2020,Ayuda a otros hogares,Total,V,57521.05
2020,Ayuda a otros hogares,Total,VI,54664.242
2020,Ayuda a otros hogares,Total,VII,58005.147
2020,Ayuda a otros hogares,Total,VIII,66431.815
2020,Ayuda a otros hogares,Total,IX,61970.945
2020,Ayuda a otros hogares,Total,X,70154.929
2021,Ayuda a otros hogares,Total,Total,554572.317
2021,Ayuda a otros hogares,Total,I,57658.601
2021,Ayuda a otros hogares,Total,II,45741.418
2021,Ayuda a otros hogares,Total,III,46918.456
2021,Ayuda a otros hogares,Total,IV,45662.597
2021,Ayuda a otros hogares,Total,V,57886.709
2021,Ayuda a otros hogares,Total,VI,52733.234
2021,Ayuda a otros hogares,Total,VII,55746.834
2021,Ayuda a otros hogares,Total,VIII,63818.148
2021,Ayuda a otros hogares,Total,IX,60744.169
2021,Ayuda a otros hogares,Total,X,67662.15
2022,Ayuda a otros hogares,Total,Total,590327.531
2022,Ayuda a otros hogares,Total,I,62482.43
2022,Ayuda a otros hogares,Total,II,48428.533
2022,Ayuda a otros hogares,Total,III,49582.189
2022,Ayuda a otros hogares,Total,IV,48353.633
2022,Ayuda a otros hogares,Total,V,63670.759
2022,Ayuda a otros hogares,Total,VI,55183.073
2022,Ayuda a otros hogares,Total,VII,58497.523
2022,Ayuda a otros hogares,Total,VIII,67179.29
2022,Ayuda a otros hogares,Total,IX,65268.213
2022,Ayuda a otros hogares,Total,X,71681.888
2023,Ayuda a otros hogares,Total,Total,650508.661
2023,Ayuda a otros hogares,Total,I,70956.994
2023,Ayuda a otros hogares,Total,II,53312.931
2023,Ayuda a otros hogares,Total,III,54909.909
2023,Ayuda a otros hogares,Total,IV,52531.558
2023,Ayuda a otros hogares,Total,V,71957.276
2023,Ayuda a otros hogares,Total,VI,60473.661
2023,Ayuda a otros hogares,Total,VII,63672.267
2023,Ayuda a otros hogares,Total,VIII,72650.52
2023,Ayuda a otros hogares,Total,IX,72071.013
2023,Ayuda a otros hogares,Total,X,77972.533
2024,Ayuda a otros hogares,Total,Total,696169.736
2024,Ayuda a otros hogares,Total,I,77230.779
2024,Ayuda a otros hogares,Total,II,56666.398
2024,Ayuda a otros hogares,Total,III,59094.509
2024,Ayuda a otros hogares,Total,IV,55834.006
2024,Ayuda a otros hogares,Total,V,79596.35
2024,Ayuda a otros hogares,Total,VI,64392.468
2024,Ayuda a otros hogares,Total,VII,66950.257
2024,Ayuda a otros hogares,Total,VIII,76683.288
2024,Ayuda a otros hogares,Total,IX,77145.673
2024,Ayuda a otros hogares,Total,X,82576.006
2003,Ayuda a otros hogares,Mujeres,Total,31291.413
2003,Ayuda a otros hogares,Mujeres,I,2932.415
2003,Ayuda a otros hogares,Mujeres,II,3189.782
2003,Ayuda a otros hogares,Mujeres,III,2821.858
2003,Ayuda a otros hogares,Mujeres,IV,2119.953
2003,Ayuda a otros hogares,Mujeres,V,2907.846
2003,Ayuda a otros hogares,Mujeres,VI,3989.992
2003,Ayuda a otros hogares,Mujeres,VII,3551.538
2003,Ayuda a otros hogares,Mujeres,VIII,3433.524
2003,Ayuda a otros hogares,Mujeres,IX,4109.791
2003,Ayuda a otros hogares,Mujeres,X,2234.715
2004,Ayuda a otros hogares,Mujeres,Total,38224.267
2004,Ayuda a otros hogares,Mujeres,I,3556.937
2004,Ayuda a otros hogares,Mujeres,II,3800.273
2004,Ayuda a otros hogares,Mujeres,III,3328.506
2004,Ayuda a otros hogares,Mujeres,IV,2818.437
2004,Ayuda a otros hogares,Mujeres,V,3531.81
2004,Ayuda a otros hogares,Mujeres,VI,4431.072
2004,Ayuda a otros hogares,Mujeres,VII,4480.064
2004,Ayuda a otros hogares,Mujeres,VIII,4164.98
2004,Ayuda a otros hogares,Mujeres,IX,4932.036
2004,Ayuda a otros hogares,Mujeres,X,3180.154
2005,Ayuda a otros hogares,Mujeres,Total,44127.068
2005,Ayuda a otros hogares,Mujeres,I,4085.729
2005,Ayuda a otros hogares,Mujeres,II,4344.881
2005,Ayuda a otros hogares,Mujeres,III,3778.477
2005,Ayuda a otros hogares,Mujeres,IV,3429.779
2005,Ayuda a otros hogares,Mujeres,V,4049.448
2005,Ayuda a otros hogares,Mujeres,VI,4782.787
2005,Ayuda a otros hogares,Mujeres,VII,5241.752
2005,Ayuda a otros hogares,Mujeres,VIII,4749.212
2005,Ayuda a otros hogares,Mujeres,IX,5615.795
2005,Ayuda a otros hogares,Mujeres,X,4049.207
2006,Ayuda a otros hogares,Mujeres,Total,55149.472
2006,Ayuda a otros hogares,Mujeres,I,5042.916
2006,Ayuda a otros hogares,Mujeres,II,5294.859
2006,Ayuda a otros hogares,Mujeres,III,4630.335
2006,Ayuda a otros hogares,Mujeres,IV,4493.092
2006,Ayuda a otros hogares,Mujeres,V,5047.561
2006,Ayuda a otros hogares,Mujeres,VI,5561.302
2006,Ayuda a otros hogares,Mujeres,VII,6697.591
2006,Ayuda a otros hogares,Mujeres,VIII,5915.166
2006,Ayuda a otros hogares,Mujeres,IX,6968.809
2006,Ayuda a otros hogares,Mujeres,X,5497.842
2007,Ayuda a otros hogares,Mujeres,Total,67331.842
2007,Ayuda a otros hogares,Mujeres,I,6109.831
2007,Ayuda a otros hogares,Mujeres,II,6379.999
2007,Ayuda a otros hogares,Mujeres,III,5579.705
2007,Ayuda a otros hogares,Mujeres,IV,5692.785
2007,Ayuda a otros hogares,Mujeres,V,6135.348
2007,Ayuda a otros hogares,Mujeres,VI,6396.181
2007,Ayuda a otros hogares,Mujeres,VII,8335.4
2007,Ayuda a otros hogares,Mujeres,VIII,7219.194
2007,Ayuda a otros hogares,Mujeres,IX,8447.362
2007,Ayuda a otros hogares,Mujeres,X,7036.037
2008,Ayuda a otros hogares,Mujeres,Total,78250.96
2008,Ayuda a otros hogares,Mujeres,I,7046.89
2008,Ayuda a otros hogares,Mujeres,II,7339.911
2008,Ayuda a otros hogares,Mujeres,III,6433.336
2008,Ayuda a otros hogares,Mujeres,IV,6806.2
2008,Ayuda a otros hogares,Mujeres,V,7100.876
2008,Ayuda a otros hogares,Mujeres,VI,7074.431
2008,Ayuda a otros hogares,Mujeres,VII,9834.891
2008,Ayuda a otros hogares,Mujeres,VIII,8387.627
2008,Ayuda a otros hogares,Mujeres,IX,9767.438
2008,Ayuda a otros hogares,Mujeres,X,8459.36
2009,Ayuda a otros hogares,Mujeres,Total,82878.239
2009,Ayuda a otros hogares,Mujeres,I,7451.065
2009,Ayuda a otros hogares,Mujeres,II,7702.856
2009,Ayuda a otros hogares,Mujeres,III,6722.453
2009,Ayuda a otros hogares,Mujeres,IV,7366.808
2009,Ayuda a otros hogares,Mujeres,V,7510.115
2009,Ayuda a otros hogares,Mujeres,VI,7174.256
2009,Ayuda a otros hogares,Mujeres,VII,10449.833
2009,Ayuda a otros hogares,Mujeres,VIII,8801.557
2009,Ayuda a otros hogares,Mujeres,IX,10268.69
2009,Ayuda a otros hogares,Mujeres,X,9430.606
2010,Ayuda a otros hogares,Mujeres,Total,110891.923
2010,Ayuda a otros hogares,Mujeres,I,10057.48
2010,Ayuda a otros hogares,Mujeres,II,10194.476
2010,Ayuda a otros hogares,Mujeres,III,9900.557
2010,Ayuda a otros hogares,Mujeres,IV,9676.118
2010,Ayuda a otros hogares,Mujeres,V,10026.088
2010,Ayuda a otros hogares,Mujeres,VI,10347.686
2010,Ayuda a otros hogares,Mujeres,VII,12759.99
2010,Ayuda a otros hogares,Mujeres,VIII,12000.385
2010,Ayuda a otros hogares,Mujeres,IX,13443.009
2010,Ayuda a otros hogares,Mujeres,X,12486.133
2011,Ayuda a otros hogares,Mujeres,Total,143964.47
2011,Ayuda a otros hogares,Mujeres,I,13127.302
2011,Ayuda a otros hogares,Mujeres,II,13131.438
2011,Ayuda a otros hogares,Mujeres,III,13670.299
2011,Ayuda a otros hogares,Mujeres,IV,12409.947
2011,Ayuda a otros hogares,Mujeres,V,12992.064
2011,Ayuda a otros hogares,Mujeres,VI,14076.996
2011,Ayuda a otros hogares,Mujeres,VII,15530.169
2011,Ayuda a otros hogares,Mujeres,VIII,15778.397
2011,Ayuda a otros hogares,Mujeres,IX,17200.696
2011,Ayuda a otros hogares,Mujeres,X,16047.161
2012,Ayuda a otros hogares,Mujeres,Total,182264.948
2012,Ayuda a otros hogares,Mujeres,I,16663.276
2012,Ayuda a otros hogares,Mujeres,II,16538.383
2012,Ayuda a otros hogares,Mujeres,III,17972.657
2012,Ayuda a otros hogares,Mujeres,IV,15536.631
2012,Ayuda a otros hogares,Mujeres,V,16427.951
2012,Ayuda a otros hogares,Mujeres,VI,18420.678
2012,Ayuda a otros hogares,Mujeres,VII,18729.475
2012,Ayuda a otros hogares,Mujeres,VIII,20161.545
2012,Ayuda a otros hogares,Mujeres,IX,21569.502
2012,Ayuda a otros hogares,Mujeres,X,20244.849
2013,Ayuda a otros hogares,Mujeres,Total,213041.542
2013,Ayuda a otros hogares,Mujeres,I,19576.79
2013,Ayuda a otros hogares,Mujeres,II,19267.454
2013,Ayuda a otros hogares,Mujeres,III,21704.91
2013,Ayuda a otros hogares,Mujeres,IV,18087.265
2013,Ayuda a otros hogares,Mujeres,V,19183.232
2013,Ayuda a otros hogares,Mujeres,VI,22009.082
2013,Ayuda a otros hogares,Mujeres,VII,21064.472
2013,Ayuda a otros hogares,Mujeres,VIII,23677.177
2013,Ayuda a otros hogares,Mujeres,IX,24979.786
2013,Ayuda a otros hogares,Mujeres,X,23491.373
2014,Ayuda a otros hogares,Mujeres,Total,248900.168
2014,Ayuda a otros hogares,Mujeres,I,22990.176
2014,Ayuda a otros hogares,Mujeres,II,22520.478
2014,Ayuda a otros hogares,Mujeres,III,26112.003
2014,Ayuda a otros hogares,Mujeres,IV,21079.695
2014,Ayuda a otros hogares,Mujeres,V,22369.111
2014,Ayuda a otros hogares,Mujeres,VI,26223.956
2014,Ayuda a otros hogares,Mujeres,VII,23719.332
2014,Ayuda a otros hogares,Mujeres,VIII,27803.314
2014,Ayuda a otros hogares,Mujeres,IX,28910.519
2014,Ayuda a otros hogares,Mujeres,X,27171.583
2015,Ayuda a otros hogares,Mujeres,Total,263719.83
2015,Ayuda a otros hogares,Mujeres,I,24934.556
2015,Ayuda a otros hogares,Mujeres,II,23749.711
2015,Ayuda a otros hogares,Mujeres,III,26566.941
2015,Ayuda a otros hogares,Mujeres,IV,22642.185
2015,Ayuda a otros hogares,Mujeres,V,24239.935
2015,Ayuda a otros hogares,Mujeres,VI,27175.687
2015,Ayuda a otros hogares,Mujeres,VII,25504.901
2015,Ayuda a otros hogares,Mujeres,VIII,29735.676
2015,Ayuda a otros hogares,Mujeres,IX,30225.221
2015,Ayuda a otros hogares,Mujeres,X,28945.017
2016,Ayuda a otros hogares,Mujeres,Total,273689.863
2016,Ayuda a otros hogares,Mujeres,I,26486.021
2016,Ayuda a otros hogares,Mujeres,II,24536.37
2016,Ayuda a otros hogares,Mujeres,III,26566.528
2016,Ayuda a otros hogares,Mujeres,IV,23864.493
2016,Ayuda a otros hogares,Mujeres,V,25708.499
2016,Ayuda a otros hogares,Mujeres,VI,27561.825
2016,Ayuda a otros hogares,Mujeres,VII,26817.935
2016,Ayuda a otros hogares,Mujeres,VIII,31081.351
2016,Ayuda a otros hogares,Mujeres,IX,30924.571
2016,Ayuda a otros hogares,Mujeres,X,30142.272
2017,Ayuda a otros hogares,Mujeres,Total,287428.186
2017,Ayuda a otros hogares,Mujeres,I,28444.592
2017,Ayuda a otros hogares,Mujeres,II,25644.389
2017,Ayuda a otros hogares,Mujeres,III,26793.613
2017,Ayuda a otros hogares,Mujeres,IV,25369.641
2017,Ayuda a otros hogares,Mujeres,V,27587.256
2017,Ayuda a otros hogares,Mujeres,VI,28286.868
2017,Ayuda a otros hogares,Mujeres,VII,28533.609
2017,Ayuda a otros hogares,Mujeres,VIII,32903.377
2017,Ayuda a otros hogares,Mujeres,IX,32069.162
2017,Ayuda a otros hogares,Mujeres,X,31795.678
2018,Ayuda a otros hogares,Mujeres,Total,305900.112
2018,Ayuda a otros hogares,Mujeres,I,30918.881
2018,Ayuda a otros hogares,Mujeres,II,27138.555
2018,Ayuda a otros hogares,Mujeres,III,27376.218
2018,Ayuda a otros hogares,Mujeres,IV,27307.223
2018,Ayuda a otros hogares,Mujeres,V,29973.819
2018,Ayuda a otros hogares,Mujeres,VI,29429.738
2018,Ayuda a otros hogares,Mujeres,VII,30752.616
2018,Ayuda a otros hogares,Mujeres,VIII,35281.062
2018,Ayuda a otros hogares,Mujeres,IX,33715.022
2018,Ayuda a otros hogares,Mujeres,X,34006.98
2019,Ayuda a otros hogares,Mujeres,Total,326899.433
2019,Ayuda a otros hogares,Mujeres,I,33614.677
2019,Ayuda a otros hogares,Mujeres,II,28854.826
2019,Ayuda a otros hogares,Mujeres,III,28217.067
2019,Ayuda a otros hogares,Mujeres,IV,29566.382
2019,Ayuda a otros hogares,Mujeres,V,32602.809
2019,Ayuda a otros hogares,Mujeres,VI,30822.702
2019,Ayuda a otros hogares,Mujeres,VII,33255.877
2019,Ayuda a otros hogares,Mujeres,VIII,37915.612
2019,Ayuda a otros hogares,Mujeres,IX,35551.511
2019,Ayuda a otros hogares,Mujeres,X,36497.97
2020,Ayuda a otros hogares,Mujeres,Total,387660.528
2020,Ayuda a otros hogares,Mujeres,I,40251.248
2020,Ayuda a otros hogares,Mujeres,II,33933.947
2020,Ayuda a otros hogares,Mujeres,III,32995.736
2020,Ayuda a otros hogares,Mujeres,IV,34513.948
2020,Ayuda a otros hogares,Mujeres,V,40355.113
2020,Ayuda a otros hogares,Mujeres,VI,36340.46
2020,Ayuda a otros hogares,Mujeres,VII,38783.869
2020,Ayuda a otros hogares,Mujeres,VIII,44657.454
2020,Ayuda a otros hogares,Mujeres,IX,42201.433
2020,Ayuda a otros hogares,Mujeres,X,43627.32
2021,Ayuda a otros hogares,Mujeres,Total,372237.8
2021,Ayuda a otros hogares,Mujeres,I,39265.738
2021,Ayuda a otros hogares,Mujeres,II,32295.212
2021,Ayuda a otros hogares,Mujeres,III,31364.732
2021,Ayuda a otros hogares,Mujeres,IV,32466.192
2021,Ayuda a otros hogares,Mujeres,V,40323.322
2021,Ayuda a otros hogares,Mujeres,VI,34703.013
2021,Ayuda a otros hogares,Mujeres,VII,36629.358
2021,Ayuda a otros hogares,Mujeres,VIII,42414.778
2021,Ayuda a otros hogares,Mujeres,IX,40662.123
2021,Ayuda a otros hogares,Mujeres,X,42113.332
2022,Ayuda a otros hogares,Mujeres,Total,390646.345
2022,Ayuda a otros hogares,Mujeres,I,41908.185
2022,Ayuda a otros hogares,Mujeres,II,33432.269
2022,Ayuda a otros hogares,Mujeres,III,32306.908
2022,Ayuda a otros hogares,Mujeres,IV,33392.777
2022,Ayuda a otros hogares,Mujeres,V,44181.05
2022,Ayuda a otros hogares,Mujeres,VI,35920.12
2022,Ayuda a otros hogares,Mujeres,VII,37817.608
2022,Ayuda a otros hogares,Mujeres,VIII,44262.449
2022,Ayuda a otros hogares,Mujeres,IX,42832.878
2022,Ayuda a otros hogares,Mujeres,X,44592.101
2023,Ayuda a otros hogares,Mujeres,Total,420831.92
2023,Ayuda a otros hogares,Mujeres,I,45978.384
2023,Ayuda a otros hogares,Mujeres,II,35597.66
2023,Ayuda a otros hogares,Mujeres,III,34470.898
2023,Ayuda a otros hogares,Mujeres,IV,35083.596
2023,Ayuda a otros hogares,Mujeres,V,49189.714
2023,Ayuda a otros hogares,Mujeres,VI,38722.73
2023,Ayuda a otros hogares,Mujeres,VII,40069.302
2023,Ayuda a otros hogares,Mujeres,VIII,47016.168
2023,Ayuda a otros hogares,Mujeres,IX,46339.665
2023,Ayuda a otros hogares,Mujeres,X,48363.804
2024,Ayuda a otros hogares,Mujeres,Total,449610.136
2024,Ayuda a otros hogares,Mujeres,I,49742.709
2024,Ayuda a otros hogares,Mujeres,II,37763.317
2024,Ayuda a otros hogares,Mujeres,III,36515.286
2024,Ayuda a otros hogares,Mujeres,IV,36617.112
2024,Ayuda a otros hogares,Mujeres,V,54682.863
2024,Ayuda a otros hogares,Mujeres,VI,41419.501
2024,Ayuda a otros hogares,Mujeres,VII,41880.048
2024,Ayuda a otros hogares,Mujeres,VIII,49455.193
2024,Ayuda a otros hogares,Mujeres,IX,49562.573
2024,Ayuda a otros hogares,Mujeres,X,51971.535
2003,Ayuda a otros hogares,Hombres,Total,18879.056
2003,Ayuda a otros hogares,Hombres,I,2147.228
2003,Ayuda a otros hogares,Hombres,II,3067.777
2003,Ayuda a otros hogares,Hombres,III,1506.025
2003,Ayuda a otros hogares,Hombres,IV,1417.137
2003,Ayuda a otros hogares,Hombres,V,1543.289
2003,Ayuda a otros hogares,Hombres,VI,1587.98
2003,Ayuda a otros hogares,Hombres,VII,1347.791
2003,Ayuda a otros hogares,Hombres,VIII,1075.792
2003,Ayuda a otros hogares,Hombres,IX,3213.5
2003,Ayuda a otros hogares,Hombres,X,1972.537
2004,Ayuda a otros hogares,Hombres,Total,20430.747
2004,Ayuda a otros hogares,Hombres,I,2252.637
2004,Ayuda a otros hogares,Hombres,II,3067.831
2004,Ayuda a otros hogares,Hombres,III,1581.563
2004,Ayuda a otros hogares,Hombres,IV,1598.394
2004,Ayuda a otros hogares,Hombres,V,1803.472
2004,Ayuda a otros hogares,Hombres,VI,1699.777
2004,Ayuda a otros hogares,Hombres,VII,1628.646
2004,Ayuda a otros hogares,Hombres,VIII,1354.666
2004,Ayuda a otros hogares,Hombres,IX,3294.836
2004,Ayuda a otros hogares,Hombres,X,2148.926
2005,Ayuda a otros hogares,Hombres,Total,21913.441
2005,Ayuda a otros hogares,Hombres,I,2378.221
2005,Ayuda a otros hogares,Hombres,II,3055.27
2005,Ayuda a otros hogares,Hombres,III,1662.895
2005,Ayuda a otros hogares,Hombres,IV,1785.787
2005,Ayuda a otros hogares,Hombres,V,2081.518
2005,Ayuda a otros hogares,Hombres,VI,1821.101
2005,Ayuda a otros hogares,Hombres,VII,1867.654
2005,Ayuda a otros hogares,Hombres,VIII,1635.33
2005,Ayuda a otros hogares,Hombres,IX,3277.487
2005,Ayuda a otros hogares,Hombres,X,2348.178
2006,Ayuda a otros hogares,Hombres,Total,25106.452
2006,Ayuda a otros hogares,Hombres,I,2683.955
2006,Ayuda a otros hogares,Hombres,II,3204.793
2006,Ayuda a otros hogares,Hombres,III,1862.05
2006,Ayuda a otros hogares,Hombres,IV,2106.504
2006,Ayuda a otros hogares,Hombres,V,2521.361
2006,Ayuda a otros hogares,Hombres,VI,2081.428
2006,Ayuda a otros hogares,Hombres,VII,2310.262
2006,Ayuda a otros hogares,Hombres,VIII,2100.071
2006,Ayuda a otros hogares,Hombres,IX,3478.996
2006,Ayuda a otros hogares,Hombres,X,2757.032
2007,Ayuda a otros hogares,Hombres,Total,27889.983
2007,Ayuda a otros hogares,Hombres,I,2920.712
2007,Ayuda a otros hogares,Hombres,II,3269.202
2007,Ayuda a otros hogares,Hombres,III,2019.644
2007,Ayuda a otros hogares,Hombres,IV,2389.273
2007,Ayuda a otros hogares,Hombres,V,2909.12
2007,Ayuda a otros hogares,Hombres,VI,2288.945
2007,Ayuda a otros hogares,Hombres,VII,2759.772
2007,Ayuda a otros hogares,Hombres,VIII,2572.956
2007,Ayuda a otros hogares,Hombres,IX,3647.643
