anio,funcion,sexo,decil,valor_millones
2011,Ropa y calzado,Hombres,I,2234.802
2011,Ropa y calzado,Hombres,II,2699.54
2011,Ropa y calzado,Hombres,III,2929.498
2011,Ropa y calzado,Hombres,IV,3246.214
2011,Ropa y calzado,Hombres,V,3254.465
2011,Ropa y calzado,Hombres,VI,4132.026
2011,Ropa y calzado,Hombres,VII,4302.807
2011,Ropa y calzado,Hombres,VIII,4990.483
2011,Ropa y calzado,Hombres,IX,5241.387
2011,Ropa y calzado,Hombres,X,5512.681
2012,Ropa y calzado,Hombres,Total,41853.748
2012,Ropa y calzado,Hombres,I,2272.352
2012,Ropa y calzado,Hombres,II,2875.365
2012,Ropa y calzado,Hombres,III,3145.165
2012,Ropa y calzado,Hombres,IV,3577.94
2012,Ropa y calzado,Hombres,V,3478.463
2012,Ropa y calzado,Hombres,VI,4506.753
2012,Ropa y calzado,Hombres,VII,4683.669
2012,Ropa y calzado,Hombres,VIII,5550.763
2012,Ropa y calzado,Hombres,IX,5804.989
2012,Ropa y calzado,Hombres,X,5958.29
2013,Ropa y calzado,Hombres,Total,48582.676
2013,Ropa y calzado,Hombres,I,2436.028
2013,Ropa y calzado,Hombres,II,3240.512
2013,Ropa y calzado,Hombres,III,3594.641
2013,Ropa y calzado,Hombres,IV,4218.322
2013,Ropa y calzado,Hombres,V,4004.206
2013,Ropa y calzado,Hombres,VI,5262.26
2013,Ropa y calzado,Hombres,VII,5461.889
2013,Ropa y calzado,Hombres,VIII,6570.792
2013,Ropa y calzado,Hombres,IX,6886.309
2013,Ropa y calzado,Hombres,X,6907.716
2014,Ropa y calzado,Hombres,Total,49177.824
2014,Ropa y calzado,Hombres,I,2333.415
2014,Ropa y calzado,Hombres,II,3255.211
2014,Ropa y calzado,Hombres,III,3617.02
2014,Ropa y calzado,Hombres,IV,4317.787
2014,Ropa y calzado,Hombres,V,3979.542
2014,Ropa y calzado,Hombres,VI,5338.87
2014,Ropa y calzado,Hombres,VII,5532.8
2014,Ropa y calzado,Hombres,VIII,6783.096
2014,Ropa y calzado,Hombres,IX,7066.398
2014,Ropa y calzado,Hombres,X,6953.685
2015,Ropa y calzado,Hombres,Total,55032.374
2015,Ropa y calzado,Hombres,I,2689.327
2015,Ropa y calzado,Hombres,II,3564.343
2015,Ropa y calzado,Hombres,III,4090.371
2015,Ropa y calzado,Hombres,IV,4664.108
2015,Ropa y calzado,Hombres,V,4569.43
2015,Ropa y calzado,Hombres,VI,5845.892
2015,Ropa y calzado,Hombres,VII,6237.735
2015,Ropa y calzado,Hombres,VIII,7564.5
2015,Ropa y calzado,Hombres,IX,7852.596
2015,Ropa y calzado,Hombres,X,7954.072
2016,Ropa y calzado,Hombres,Total,61360.506
2016,Ropa y calzado,Hombres,I,3077.715
2016,Ropa y calzado,Hombres,II,3905.513
2016,Ropa y calzado,Hombres,III,4605.649
2016,Ropa y calzado,Hombres,IV,5035.038
2016,Ropa y calzado,Hombres,V,5204.73
2016,Ropa y calzado,Hombres,VI,6390.476
2016,Ropa y calzado,Hombres,VII,6999.545
2016,Ropa y calzado,Hombres,VIII,8403.283
2016,Ropa y calzado,Hombres,IX,8699.882
2016,Ropa y calzado,Hombres,X,9038.677
2017,Ropa y calzado,Hombres,Total,69892.035
2017,Ropa y calzado,Hombres,I,3600.677
2017,Ropa y calzado,Hombres,II,4385.38
2017,Ropa y calzado,Hombres,III,5297.388
2017,Ropa y calzado,Hombres,IV,5564.906
2017,Ropa y calzado,Hombres,V,6037.151
2017,Ropa y calzado,Hombres,VI,7142.44
2017,Ropa y calzado,Hombres,VII,8005.569
2017,Ropa y calzado,Hombres,VIII,9554.037
2017,Ropa y calzado,Hombres,IX,9846.013
2017,Ropa y calzado,Hombres,X,10458.474
2018,Ropa y calzado,Hombres,Total,79301.001
2018,Ropa y calzado,Hombres,I,4158.023
2018,Ropa y calzado,Hombres,II,4894.665
2018,Ropa y calzado,Hombres,III,6052.192
2018,Ropa y calzado,Hombres,IV,6147.0
2018,Ropa y calzado,Hombres,V,6966.992
2018,Ropa y calzado,Hombres,VI,7977.941
2018,Ropa y calzado,Hombres,VII,9138.169
2018,Ropa y calzado,Hombres,VIII,10811.556
2018,Ropa y calzado,Hombres,IX,11114.709
2018,Ropa y calzado,Hombres,X,12039.753
2019,Ropa y calzado,Hombres,Total,88048.641
2019,Ropa y calzado,Hombres,I,4685.206
2019,Ropa y calzado,Hombres,II,5351.484
2019,Ropa y calzado,Hombres,III,6761.037
2019,Ropa y calzado,Hombres,IV,6654.705
2019,Ropa y calzado,Hombres,V,7853.592
2019,Ropa y calzado,Hombres,VI,8732.117
2019,Ropa y calzado,Hombres,VII,10210.071
2019,Ropa y calzado,Hombres,VIII,11976.106
2019,Ropa y calzado,Hombres,IX,12280.27
2019,Ropa y calzado,Hombres,X,13544.052
2020,Ropa y calzado,Hombres,Total,99917.175
2020,Ropa y calzado,Hombres,I,5273.336
2020,Ropa y calzado,Hombres,II,6209.501
2020,Ropa y calzado,Hombres,III,7714.5
2020,Ropa y calzado,Hombres,IV,7551.768
2020,Ropa y calzado,Hombres,V,9062.859
2020,Ropa y calzado,Hombres,VI,9936.121
2020,Ropa y calzado,Hombres,VII,11547.565
2020,Ropa y calzado,Hombres,VIII,13382.394
2020,Ropa y calzado,Hombres,IX,13916.547
2020,Ropa y calzado,Hombres,X,15322.585
2021,Ropa y calzado,Hombres,Total,101634.766
2021,Ropa y calzado,Hombres,I,5330.781
2021,Ropa y calzado,Hombres,II,6453.666
2021,Ropa y calzado,Hombres,III,7893.532
2021,Ropa y calzado,Hombres,IV,7687.492
2021,Ropa y calzado,Hombres,V,9365.995
2021,Ropa y calzado,Hombres,VI,10130.721
2021,Ropa y calzado,Hombres,VII,11706.197
2021,Ropa y calzado,Hombres,VIII,13399.762
2021,Ropa y calzado,Hombres,IX,14134.785
2021,Ropa y calzado,Hombres,X,15531.834
2022,Ropa y calzado,Hombres,Total,112908.831
2022,Ropa y calzado,Hombres,I,5852.733
2022,Ropa y calzado,Hombres,II,7319.277
2022,Ropa y calzado,Hombres,III,8814.323
2022,Ropa y calzado,Hombres,IV,8542.41
2022,Ropa y calzado,Hombres,V,10578.706
2022,Ropa y calzado,Hombres,VI,11294.515
2022,Ropa y calzado,Hombres,VII,12980.406
2022,Ropa y calzado,Hombres,VIII,14670.127
2022,Ropa y calzado,Hombres,IX,15666.432
2022,Ropa y calzado,Hombres,X,17189.903
2023,Ropa y calzado,Hombres,Total,121563.854
2023,Ropa y calzado,Hombres,I,6264.601
2023,Ropa y calzado,Hombres,II,8035.237
2023,Ropa y calzado,Hombres,III,9539.672
2023,Ropa y calzado,Hombres,IV,9204.009
2023,Ropa y calzado,Hombres,V,11560.195
2023,Ropa y calzado,Hombres,VI,12187.093
2023,Ropa y calzado,Hombres,VII,13928.145
2023,Ropa y calzado,Hombres,VIII,15535.54
2023,Ropa y calzado,Hombres,IX,16855.102
2023,Ropa y calzado,Hombres,X,18454.261
2024,Ropa y calzado,Hombres,Total,132073.427
2024,Ropa y calzado,Hombres,I,6719.673
2024,Ropa y calzado,Hombres,II,8943.154
2024,Ropa y calzado,Hombres,III,10429.253
2024,Ropa y calzado,Hombres,IV,9990.039
2024,Ropa y calzado,Hombres,V,12791.464
2024,Ropa y calzado,Hombres,VI,13288.223
2024,Ropa y calzado,Hombres,VII,15078.467
2024,Ropa y calzado,Hombres,VIII,16603.747
2024,Ropa y calzado,Hombres,IX,18259.969
2024,Ropa y calzado,Hombres,X,19969.437
2003,Compras y administración,Total,Total,233087.391
2003,Compras y administración,Total,I,14474.162
2003,Compras y administración,Total,II,16837.005
2003,Compras y administración,Total,III,21059.031
2003,Compras y administración,Total,IV,20319.522
2003,Compras y administración,Total,V,20949.442
2003,Compras y administración,Total,VI,24496.794
2003,Compras y administración,Total,VII,28097.72
2003,Compras y administración,Total,VIII,24834.793
2003,Compras y administración,Total,IX,26022.642
2003,Compras y administración,Total,X,35996.28
2004,Compras y administración,Total,Total,244301.112
2004,Compras y administración,Total,I,15061.379
2004,Compras y administración,Total,II,17440.697
2004,Compras y administración,Total,III,21607.602
2004,Compras y administración,Total,IV,21261.513
2004,Compras y administración,Total,V,21873.819
2004,Compras y administración,Total,VI,25532.181
2004,Compras y administración,Total,VII,29079.971
2004,Compras y administración,Total,VIII,26474.216
2004,Compras y administración,Total,IX,27933.984
2004,Compras y administración,Total,X,38035.749
2005,Compras y administración,Total,Total,257341.791
2005,Compras y administración,Total,I,15838.075
2005,Compras y administración,Total,II,18388.321
2005,Compras y administración,Total,III,22251.8
2005,Compras y administración,Total,IV,22524.971
2005,Compras y administración,Total,V,23051.311
2005,Compras y administración,Total,VI,26854.816
2005,Compras y administración,Total,VII,30178.337
2005,Compras y administración,Total,VIII,28258.806
2005,Compras y administración,Total,IX,30220.308
2005,Compras y administración,Total,X,39775.045
2006,Compras y administración,Total,Total,260954.473
2006,Compras y administración,Total,I,15963.126
2006,Compras y administración,Total,II,18447.409
2006,Compras y administración,Total,III,22047.209
2006,Compras y administración,Total,IV,22835.221
2006,Compras y administración,Total,V,23262.397
2006,Compras y administración,Total,VI,27089.033
2006,Compras y administración,Total,VII,30136.471
2006,Compras y administración,Total,VIII,29163.908
2006,Compras y administración,Total,IX,31414.848
2006,Compras y administración,Total,X,40594.85
2007,Compras y administración,Total,Total,266857.746
2007,Compras y administración,Total,I,16194.451
2007,Compras y administración,Total,II,18653.347
2007,Compras y administración,Total,III,21925.603
2007,Compras y administración,Total,IV,23353.243
2007,Compras y administración,Total,V,23702.155
2007,Compras y administración,Total,VI,27574.131
2007,Compras y administración,Total,VII,30316.062
2007,Compras y administración,Total,VIII,30353.969
2007,Compras y administración,Total,IX,33081.246
2007,Compras y administración,Total,X,41703.539
2008,Compras y administración,Total,Total,267258.41
2008,Compras y administración,Total,I,16096.747
2008,Compras y administración,Total,II,18480.792
2008,Compras y administración,Total,III,21323.821
2008,Compras y administración,Total,IV,23388.74
2008,Compras y administración,Total,V,23615.791
2008,Compras y administración,Total,VI,27500.465
2008,Compras y administración,Total,VII,29789.249
2008,Compras y administración,Total,VIII,30992.799
2008,Compras y administración,Total,IX,34141.832
2008,Compras y administración,Total,X,41928.174
2009,Compras y administración,Total,Total,249744.887
2009,Compras y administración,Total,I,14856.262
2009,Compras y administración,Total,II,16929.969
2009,Compras y administración,Total,III,19105.103
2009,Compras y administración,Total,IV,21805.203
2009,Compras y administración,Total,V,21889.88
2009,Compras y administración,Total,VI,25496.079
2009,Compras y administración,Total,VII,27125.621
2009,Compras y administración,Total,VIII,29757.287
2009,Compras y administración,Total,IX,33178.284
2009,Compras y administración,Total,X,39601.2
2010,Compras y administración,Total,Total,278978.932
2010,Compras y administración,Total,I,16586.299
2010,Compras y administración,Total,II,18645.337
2010,Compras y administración,Total,III,21489.467
2010,Compras y administración,Total,IV,24223.489
2010,Compras y administración,Total,V,24875.992
2010,Compras y administración,Total,VI,28307.82
2010,Compras y administración,Total,VII,30436.339
2010,Compras y administración,Total,VIII,33626.058
2010,Compras y administración,Total,IX,36957.429
2010,Compras y administración,Total,X,43830.703
2011,Compras y administración,Total,Total,291836.111
2011,Compras y administración,Total,I,17334.754
2011,Compras y administración,Total,II,19286.276
2011,Compras y administración,Total,III,22580.396
2011,Compras y administración,Total,IV,25228.234
2011,Compras y administración,Total,V,26431.422
2011,Compras y administración,Total,VI,29510.43
2011,Compras y administración,Total,VII,31989.146
2011,Compras y administración,Total,VIII,35522.77
2011,Compras y administración,Total,IX,38555.104
2011,Compras y administración,Total,X,45397.578
2012,Compras y administración,Total,Total,314057.346
2012,Compras y administración,Total,I,18597.139
2012,Compras y administración,Total,II,20446.045
2012,Compras y administración,Total,III,24401.59
2012,Compras y administración,Total,IV,26979.074
2012,Compras y administración,Total,V,28856.025
2012,Compras y administración,Total,VI,31594.557
2012,Compras y administración,Total,VII,34553.63
2012,Compras y administración,Total,VIII,38614.61
2012,Compras y administración,Total,IX,41425.572
2012,Compras y administración,Total,X,48589.105
2013,Compras y administración,Total,Total,336868.67
2013,Compras y administración,Total,I,19889.587
2013,Compras y administración,Total,II,21633.237
2013,Compras y administración,Total,III,26292.009
2013,Compras y administración,Total,IV,28797.388
2013,Compras y administración,Total,V,31371.94
2013,Compras y administración,Total,VI,33729.551
2013,Compras y administración,Total,VII,37201.51
2013,Compras y administración,Total,VIII,41774.841
2013,Compras y administración,Total,IX,44354.637
2013,Compras y administración,Total,X,51823.97
2014,Compras y administración,Total,Total,365779.22
2014,Compras y administración,Total,I,22925.557
2014,Compras y administración,Total,II,24014.038
2014,Compras y administración,Total,III,29123.566
2014,Compras y administración,Total,IV,31405.482
2014,Compras y administración,Total,V,34376.444
2014,Compras y administración,Total,VI,36061.783
2014,Compras y administración,Total,VII,40128.984
2014,Compras y administración,Total,VIII,45212.402
2014,Compras y administración,Total,IX,47571.766
2014,Compras y administración,Total,X,54959.198
2015,Compras y administración,Total,Total,391940.276
2015,Compras y administración,Total,I,24311.772
2015,Compras y administración,Total,II,25579.134
2015,Compras y administración,Total,III,30955.808
2015,Compras y administración,Total,IV,33296.361
2015,Compras y administración,Total,V,37054.344
2015,Compras y administración,Total,VI,38419.641
2015,Compras y administración,Total,VII,43272.723
2015,Compras y administración,Total,VIII,48150.627
2015,Compras y administración,Total,IX,51139.642
2015,Compras y administración,Total,X,59760.223
2016,Compras y administración,Total,Total,454618.868
2016,Compras y administración,Total,I,27928.96
2016,Compras y administración,Total,II,29512.671
2016,Compras y administración,Total,III,35661.712
2016,Compras y administración,Total,IV,38236.907
2016,Compras y administración,Total,V,43218.024
2016,Compras y administración,Total,VI,44327.015
2016,Compras y administración,Total,VII,50481.053
2016,Compras y administración,Total,VIII,55523.434
2016,Compras y administración,Total,IX,59468.363
2016,Compras y administración,Total,X,70260.729
2017,Compras y administración,Total,Total,483439.176
2017,Compras y administración,Total,I,29536.241
2017,Compras y administración,Total,II,31260.657
2017,Compras y administración,Total,III,37635.218
2017,Compras y administración,Total,IV,40374.295
2017,Compras y administración,Total,V,46132.909
2017,Compras y administración,Total,VI,46964.477
2017,Compras y administración,Total,VII,53942.994
2017,Compras y administración,Total,VIII,58826.417
2017,Compras y administración,Total,IX,63486.44
2017,Compras y administración,Total,X,75279.529
2018,Compras y administración,Total,Total,536114.615
2018,Compras y administración,Total,I,32535.997
2018,Compras y administración,Total,II,34507.691
2018,Compras y administración,Total,III,41521.237
2018,Compras y administración,Total,IV,44447.708
2018,Compras y administración,Total,V,51321.859
2018,Compras y administración,Total,VI,51873.785
2018,Compras y administración,Total,VII,60067.152
2018,Compras y administración,Total,VIII,64975.195
2018,Compras y administración,Total,IX,70613.945
2018,Compras y administración,Total,X,84250.046
2019,Compras y administración,Total,Total,558456.746
2019,Compras y administración,Total,I,33662.128
2019,Compras y administración,Total,II,35779.662
2019,Compras y administración,Total,III,43045.158
2019,Compras y administración,Total,IV,45945.839
2019,Compras y administración,Total,V,53632.81
2019,Compras y administración,Total,VI,53799.411
2019,Compras y administración,Total,VII,62846.179
2019,Compras y administración,Total,VIII,67417.814
2019,Compras y administración,Total,IX,73737.566
2019,Compras y administración,Total,X,88590.18
2020,Compras y administración,Total,Total,573806.756
2020,Compras y administración,Total,I,35152.623
2020,Compras y administración,Total,II,37500.923
2020,Compras y administración,Total,III,44660.294
2020,Compras y administración,Total,IV,47109.878
2020,Compras y administración,Total,V,55077.447
2020,Compras y administración,Total,VI,55956.822
2020,Compras y administración,Total,VII,64364.621
2020,Compras y administración,Total,VIII,68777.118
2020,Compras y administración,Total,IX,75508.592
2020,Compras y administración,Total,X,89698.438
2021,Compras y administración,Total,Total,610463.117
2021,Compras y administración,Total,I,38093.912
2021,Compras y administración,Total,II,40658.824
2021,Compras y administración,Total,III,48012.113
2021,Compras y administración,Total,IV,49847.714
2021,Compras y administración,Total,V,58515.773
2021,Compras y administración,Total,VI,60250.917
2021,Compras y administración,Total,VII,68365.175
2021,Compras y administración,Total,VIII,72705.382
2021,Compras y administración,Total,IX,80028.579
2021,Compras y administración,Total,X,93984.727
2022,Compras y administración,Total,Total,716388.848
2022,Compras y administración,Total,I,44498.483
2022,Compras y administración,Total,II,47561.459
2022,Compras y administración,Total,III,56291.681
2022,Compras y administración,Total,IV,58290.273
2022,Compras y administración,Total,V,68781.77
2022,Compras y administración,Total,VI,70738.598
2022,Compras y administración,Total,VII,80222.821
2022,Compras y administración,Total,VIII,85198.816
2022,Compras y administración,Total,IX,93914.084
2022,Compras y administración,Total,X,110890.864
2023,Compras y administración,Total,Total,803732.53
2023,Compras y administración,Total,I,51058.55
2023,Compras y administración,Total,II,54359.157
2023,Compras y administración,Total,III,63929.136
2023,Compras y administración,Total,IV,65055.781
2023,Compras y administración,Total,V,76966.026
2023,Compras y administración,Total,VI,80522.738
2023,Compras y administración,Total,VII,89723.233
2023,Compras y administración,Total,VIII,95026.236
2023,Compras y administración,Total,IX,105065.197
2023,Compras y administración,Total,X,122026.476
2024,Compras y administración,Total,Total,836715.33
2024,Compras y administración,Total,I,55703.033
2024,Compras y administración,Total,II,58874.715
2024,Compras y administración,Total,III,68267.33
2024,Compras y administración,Total,IV,67304.412
2024,Compras y administración,Total,V,79671.431
2024,Compras y administración,Total,VI,86174.622
2024,Compras y administración,Total,VII,92776.911
2024,Compras y administración,Total,VIII,97845.267
2024,Compras y administración,Total,IX,108689.453
2024,Compras y administración,Total,X,121408.155
2003,Compras y administración,Mujeres,Total,147132.291
2003,Compras y administración,Mujeres,I,8770.431
2003,Compras y administración,Mujeres,II,11155.439
2003,Compras y administración,Mujeres,III,13645.664
2003,Compras y administración,Mujeres,IV,12986.635
2003,Compras y administración,Mujeres,V,13310.121
2003,Compras y administración,Mujeres,VI,16246.5
2003,Compras y administración,Mujeres,VII,18975.728
2003,Compras y administración,Mujeres,VIII,16212.27
2003,Compras y administración,Mujeres,IX,16290.598
2003,Compras y administración,Mujeres,X,19538.905
2004,Compras y administración,Mujeres,Total,152974.326
2004,Compras y administración,Mujeres,I,9197.797
2004,Compras y administración,Mujeres,II,11498.587
2004,Compras y administración,Mujeres,III,13902.166
2004,Compras y administración,Mujeres,IV,13568.113
2004,Compras y administración,Mujeres,V,13771.966
2004,Compras y administración,Mujeres,VI,16719.063
2004,Compras y administración,Mujeres,VII,19382.981
2004,Compras y administración,Mujeres,VIII,16982.108
2004,Compras y administración,Mujeres,IX,17269.957
2004,Compras y administración,Mujeres,X,20681.588
2005,Compras y administración,Mujeres,Total,159171.343
2005,Compras y administración,Mujeres,I,9689.857
2005,Compras y administración,Mujeres,II,12009.699
2005,Compras y administración,Mujeres,III,14187.703
2005,Compras y administración,Mujeres,IV,14302.352
2005,Compras y administración,Mujeres,V,14306.096
2005,Compras y administración,Mujeres,VI,17203.582
2005,Compras y administración,Mujeres,VII,19710.208
2005,Compras y administración,Mujeres,VIII,17704.168
2005,Compras y administración,Mujeres,IX,18394.261
2005,Compras y administración,Mujeres,X,21663.416
2006,Compras y administración,Mujeres,Total,159370.355
2006,Compras y administración,Mujeres,I,9829.317
2006,Compras y administración,Mujeres,II,11923.457
2006,Compras y administración,Mujeres,III,13872.172
2006,Compras y administración,Mujeres,IV,14422.096
2006,Compras y administración,Mujeres,V,14243.3
2006,Compras y administración,Mujeres,VI,17023.306
2006,Compras y administración,Mujeres,VII,19286.838
2006,Compras y administración,Mujeres,VIII,17880.802
2006,Compras y administración,Mujeres,IX,18807.902
2006,Compras y administración,Mujeres,X,22081.165
2007,Compras y administración,Mujeres,Total,161314.257
2007,Compras y administración,Mujeres,I,10066.493
2007,Compras y administración,Mujeres,II,11979.568
2007,Compras y administración,Mujeres,III,13659.241
2007,Compras y administración,Mujeres,IV,14728.088
2007,Compras y administración,Mujeres,V,14344.294
2007,Compras y administración,Mujeres,VI,16998.961
2007,Compras y administración,Mujeres,VII,19032.909
2007,Compras y administración,Mujeres,VIII,18229.873
2007,Compras y administración,Mujeres,IX,19507.436
2007,Compras y administración,Mujeres,X,22767.392
2008,Compras y administración,Mujeres,Total,159181.599
2008,Compras y administración,Mujeres,I,10088.169
2008,Compras y administración,Mujeres,II,11743.76
2008,Compras y administración,Mujeres,III,13070.354
2008,Compras y administración,Mujeres,IV,14667.735
2008,Compras y administración,Mujeres,V,14059.881
2008,Compras y administración,Mujeres,VI,16529.461
2008,Compras y administración,Mujeres,VII,18227.279
2008,Compras y administración,Mujeres,VIII,18149.219
2008,Compras y administración,Mujeres,IX,19740.689
2008,Compras y administración,Mujeres,X,22905.052
2009,Compras y administración,Mujeres,Total,145845.533
2009,Compras y administración,Mujeres,I,9427.016
2009,Compras y administración,Mujeres,II,10601.58
2009,Compras y administración,Mujeres,III,11433.446
2009,Compras y administración,Mujeres,IV,13584.052
2009,Compras y administración,Mujeres,V,12750.254
2009,Compras y administración,Mujeres,VI,14818.497
2009,Compras y administración,Mujeres,VII,16000.052
2009,Compras y administración,Mujeres,VIII,16873.918
2009,Compras y administración,Mujeres,IX,18719.223
2009,Compras y administración,Mujeres,X,21637.496
2010,Compras y administración,Mujeres,Total,162932.654
2010,Compras y administración,Mujeres,I,10606.732
2010,Compras y administración,Mujeres,II,11714.772
2010,Compras y administración,Mujeres,III,12862.281
2010,Compras y administración,Mujeres,IV,14937.261
2010,Compras y administración,Mujeres,V,14520.622
2010,Compras y administración,Mujeres,VI,16551.973
2010,Compras y administración,Mujeres,VII,17875.692
2010,Compras y administración,Mujeres,VIII,19173.656
2010,Compras y administración,Mujeres,IX,20795.822
2010,Compras y administración,Mujeres,X,23893.842
2011,Compras y administración,Mujeres,Total,171226.621
2011,Compras y administración,Mujeres,I,11210.239
2011,Compras y administración,Mujeres,II,12228.001
2011,Compras y administración,Mujeres,III,13613.831
2011,Compras y administración,Mujeres,IV,15472.412
2011,Compras y administración,Mujeres,V,15514.117
2011,Compras y administración,Mujeres,VI,17426.581
2011,Compras y administración,Mujeres,VII,18801.025
2011,Compras y administración,Mujeres,VIII,20433.786
2011,Compras y administración,Mujeres,IX,21715.515
2011,Compras y administración,Mujeres,X,24811.114
2012,Compras y administración,Mujeres,Total,184640.174
2012,Compras y administración,Mujeres,I,12135.169
2012,Compras y administración,Mujeres,II,13049.386
2012,Compras y administración,Mujeres,III,14757.695
2012,Compras y administración,Mujeres,IV,16436.468
2012,Compras y administración,Mujeres,V,16980.365
2012,Compras y administración,Mujeres,VI,18792.342
2012,Compras y administración,Mujeres,VII,20271.023
2012,Compras y administración,Mujeres,VIII,22368.938
2012,Compras y administración,Mujeres,IX,23305.626
2012,Compras y administración,Mujeres,X,26543.161
2013,Compras y administración,Mujeres,Total,198648.941
2013,Compras y administración,Mujeres,I,13095.62
2013,Compras y administración,Mujeres,II,13893.438
2013,Compras y administración,Mujeres,III,15957.632
2013,Compras y administración,Mujeres,IV,17449.685
2013,Compras y administración,Mujeres,V,18527.927
2013,Compras y administración,Mujeres,VI,20221.066
2013,Compras y administración,Mujeres,VII,21816.004
2013,Compras y administración,Mujeres,VIII,24385.292
2013,Compras y administración,Mujeres,IX,24966.354
2013,Compras y administración,Mujeres,X,28335.923
2014,Compras y administración,Mujeres,Total,217067.68
2014,Compras y administración,Mujeres,I,15463.356
2014,Compras y administración,Mujeres,II,15621.21
2014,Compras y administración,Mujeres,III,17831.822
2014,Compras y administración,Mujeres,IV,18794.266
2014,Compras y administración,Mujeres,V,20452.984
2014,Compras y administración,Mujeres,VI,21890.105
2014,Compras y administración,Mujeres,VII,23579.952
2014,Compras y administración,Mujeres,VIII,26651.906
2014,Compras y administración,Mujeres,IX,26743.726
2014,Compras y administración,Mujeres,X,30038.351
2015,Compras y administración,Mujeres,Total,231637.195
2015,Compras y administración,Mujeres,I,16356.294
2015,Compras y administración,Mujeres,II,16609.504
2015,Compras y administración,Mujeres,III,18897.567
2015,Compras y administración,Mujeres,IV,19789.23
2015,Compras y administración,Mujeres,V,21892.166
2015,Compras y administración,Mujeres,VI,23201.555
2015,Compras y administración,Mujeres,VII,25299.653
2015,Compras y administración,Mujeres,VIII,28271.112
2015,Compras y administración,Mujeres,IX,28584.468
2015,Compras y administración,Mujeres,X,32735.645
2016,Compras y administración,Mujeres,Total,267530.224
2016,Compras y administración,Mujeres,I,18744.076
2016,Compras y administración,Mujeres,II,19133.094
2016,Compras y administración,Mujeres,III,21695.463
2016,Compras y administración,Mujeres,IV,22552.833
2016,Compras y administración,Mujeres,V,25350.888
2016,Compras y administración,Mujeres,VI,26623.543
2016,Compras y administración,Mujeres,VII,29360.828
2016,Compras y administración,Mujeres,VIII,32465.153
2016,Compras y administración,Mujeres,IX,33045.031
2016,Compras y administración,Mujeres,X,38559.314
2017,Compras y administración,Mujeres,Total,283657.262
2017,Compras y administración,Mujeres,I,19770.208
2017,Compras y administración,Mujeres,II,20202.732
2017,Compras y administración,Mujeres,III,22867.724
2017,Compras y administración,Mujeres,IV,23767.998
2017,Compras y administración,Mujeres,V,26946.288
2017,Compras y administración,Mujeres,VI,28096.109
2017,Compras y administración,Mujeres,VII,31281.953
2017,Compras y administración,Mujeres,VIII,34289.208
2017,Compras y administración,Mujeres,IX,35136.733
2017,Compras y administración,Mujeres,X,41298.308
2018,Compras y administración,Mujeres,Total,313618.954
2018,Compras y administración,Mujeres,I,21742.018
2018,Compras y administración,Mujeres,II,22269.394
2018,Compras y administración,Mujeres,III,25169.32
2018,Compras y administración,Mujeres,IV,26059.615
2018,Compras y administración,Mujeres,V,29829.547
2018,Compras y administración,Mujeres,VI,30907.079
2018,Compras y administración,Mujeres,VII,34720.527
2018,Compras y administración,Mujeres,VIII,37776.452
2018,Compras y administración,Mujeres,IX,38931.684
2018,Compras y administración,Mujeres,X,46213.318
2019,Compras y administración,Mujeres,Total,325555.834
2019,Compras y administración,Mujeres,I,22447.115
2019,Compras y administración,Mujeres,II,23055.963
2019,Compras y administración,Mujeres,III,26012.986
2019,Compras y administración,Mujeres,IV,26792.904
2019,Compras y administración,Mujeres,V,30997.932
2019,Compras y administración,Mujeres,VI,31913.017
2019,Compras y administración,Mujeres,VII,36193.538
2019,Compras y administración,Mujeres,VIII,39080.664
2019,Compras y administración,Mujeres,IX,40484.451
2019,Compras y administración,Mujeres,X,48577.264
2020,Compras y administración,Mujeres,Total,335086.803
2020,Compras y administración,Mujeres,I,23611.044
2020,Compras y administración,Mujeres,II,24161.282
2020,Compras y administración,Mujeres,III,27086.312
2020,Compras y administración,Mujeres,IV,27287.997
2020,Compras y administración,Mujeres,V,32138.237
2020,Compras y administración,Mujeres,VI,33064.824
2020,Compras y administración,Mujeres,VII,37191.959
2020,Compras y administración,Mujeres,VIII,39727.027
2020,Compras y administración,Mujeres,IX,41594.0
2020,Compras y administración,Mujeres,X,49224.121
2021,Compras y administración,Mujeres,Total,356581.987
2021,Compras y administración,Mujeres,I,25723.162
2021,Compras y administración,Mujeres,II,26150.767
2021,Compras y administración,Mujeres,III,29184.459
2021,Compras y administración,Mujeres,IV,28595.825
2021,Compras y administración,Mujeres,V,34436.86
2021,Compras y administración,Mujeres,VI,35423.334
2021,Compras y administración,Mujeres,VII,39630.29
2021,Compras y administración,Mujeres,VIII,41762.254
2021,Compras y administración,Mujeres,IX,44229.453
2021,Compras y administración,Mujeres,X,51445.583
2022,Compras y administración,Mujeres,Total,419198.004
2022,Compras y administración,Mujeres,I,30089.005
2022,Compras y administración,Mujeres,II,30651.651
2022,Compras y administración,Mujeres,III,34282.53
2022,Compras y administración,Mujeres,IV,33404.652
2022,Compras y administración,Mujeres,V,40559.4
2022,Compras y administración,Mujeres,VI,41664.213
2022,Compras y administración,Mujeres,VII,46573.972
2022,Compras y administración,Mujeres,VIII,48931.945
2022,Compras y administración,Mujeres,IX,52005.984
2022,Compras y administración,Mujeres,X,61034.651
