periodo,sexo,poblacion,nivel_ingreso,nivel_instruccion
Tercer trimestre del 2008,Hombre,1638980.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2008,Mujer,1119089.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2008,Hombre,1689483.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2008,Mujer,1138543.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2008,Hombre,1610440.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2008,Mujer,1132869.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2007,Hombre,1707138.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2007,Mujer,1172391.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2007,Hombre,1709805.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2007,Mujer,1146435.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2007,Hombre,1726538.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2007,Mujer,1129197.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2007,Hombre,1639082.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2007,Mujer,1105094.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2006,Hombre,1583400.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2006,Mujer,1092314.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2006,Hombre,1562405.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2006,Mujer,1034951.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2006,Hombre,1563235.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2006,Mujer,1058462.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2006,Hombre,1525346.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2006,Mujer,1052135.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2005,Hombre,1685527.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2005,Mujer,1082498.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2005,Hombre,1607878.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Tercer trimestre del 2005,Mujer,1062267.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2005,Hombre,1610327.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Segundo trimestre del 2005,Mujer,1014217.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2005,Hombre,1565762.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Primer trimestre del 2005,Mujer,976610.0,Más de 3 hasta 5 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2025,Hombre,5912.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2025,Mujer,701.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2025,Hombre,4945.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2025,Mujer,1276.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2025,Hombre,4454.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2025,Mujer,1783.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2025,Hombre,14376.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2025,Mujer,2701.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2024,Hombre,5892.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2024,Mujer,1578.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2024,Hombre,9006.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2024,Mujer,4049.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2024,Hombre,8740.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2024,Mujer,2198.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2024,Hombre,10114.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2024,Mujer,3178.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2023,Hombre,9586.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2023,Mujer,1472.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2023,Hombre,17681.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2023,Mujer,1057.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2023,Hombre,12299.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2023,Mujer,3878.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2023,Hombre,5913.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2023,Mujer,3054.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2022,Hombre,20808.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2022,Mujer,4513.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2022,Hombre,13840.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2022,Mujer,4645.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2022,Hombre,19061.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2022,Mujer,426.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2022,Hombre,14649.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2022,Mujer,3254.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2021,Hombre,24084.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2021,Mujer,4090.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2021,Hombre,17481.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2021,Mujer,3988.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2021,Hombre,15185.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2021,Mujer,5881.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2021,Hombre,16062.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2021,Mujer,3599.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2020,Hombre,29781.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2020,Mujer,4804.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2020,Hombre,24842.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2020,Mujer,3853.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2020,Hombre,24701.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2020,Mujer,3241.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2019,Hombre,32289.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2019,Mujer,4553.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2019,Hombre,27012.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2019,Mujer,4620.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2019,Hombre,23347.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2019,Mujer,6056.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2019,Hombre,28801.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2019,Mujer,5221.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2018,Hombre,31033.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2018,Mujer,4091.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2018,Hombre,36501.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2018,Mujer,4893.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2018,Hombre,35430.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2018,Mujer,7263.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2018,Hombre,33378.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2018,Mujer,6972.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2017,Hombre,47965.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2017,Mujer,6918.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2017,Hombre,52889.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2017,Mujer,9297.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2017,Hombre,52377.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2017,Mujer,8359.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2017,Hombre,54447.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2017,Mujer,5867.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2016,Hombre,53869.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2016,Mujer,8172.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2016,Hombre,61767.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2016,Mujer,8264.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2016,Hombre,49333.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2016,Mujer,4394.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2016,Hombre,56408.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2016,Mujer,8185.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2015,Hombre,59410.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2015,Mujer,11075.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2015,Hombre,62622.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2015,Mujer,12269.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2015,Hombre,67587.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2015,Mujer,8442.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2015,Hombre,74628.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2015,Mujer,18524.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2014,Hombre,61509.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2014,Mujer,11546.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2014,Hombre,64669.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2014,Mujer,15186.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2014,Hombre,59642.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2014,Mujer,11642.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2014,Hombre,79717.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2014,Mujer,13422.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2013,Hombre,58897.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2013,Mujer,12953.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2013,Hombre,68505.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2013,Mujer,17166.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2013,Hombre,70180.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2013,Mujer,14227.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2013,Hombre,74320.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2013,Mujer,18643.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2012,Hombre,71699.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2012,Mujer,16549.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2012,Hombre,87046.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2012,Mujer,18642.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2012,Hombre,77987.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2012,Mujer,18020.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2012,Hombre,77381.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2012,Mujer,27325.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2011,Hombre,106395.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2011,Mujer,20905.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2011,Hombre,112998.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2011,Mujer,24609.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2011,Hombre,116892.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2011,Mujer,24542.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2011,Hombre,113161.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2011,Mujer,29914.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2010,Hombre,110703.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2010,Mujer,28814.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2010,Hombre,118291.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2010,Mujer,26894.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2010,Hombre,114129.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2010,Mujer,28870.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2010,Hombre,119755.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2010,Mujer,20652.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2009,Hombre,121317.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2009,Mujer,22192.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2009,Hombre,122677.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2009,Mujer,24699.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2009,Hombre,130108.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2009,Mujer,23530.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2009,Hombre,142748.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2009,Mujer,20063.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2008,Hombre,162538.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2008,Mujer,28504.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2008,Hombre,181489.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2008,Mujer,26542.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2008,Hombre,203034.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2008,Mujer,31770.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2008,Hombre,179811.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2008,Mujer,31972.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2007,Hombre,199514.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2007,Mujer,36759.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2007,Hombre,197353.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2007,Mujer,28610.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2007,Hombre,184618.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2007,Mujer,30070.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2007,Hombre,163554.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2007,Mujer,27867.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2006,Hombre,183071.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2006,Mujer,35802.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2006,Hombre,183955.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2006,Mujer,39523.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2006,Hombre,175968.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2006,Mujer,30726.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2006,Hombre,166624.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2006,Mujer,32356.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2005,Hombre,156245.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2005,Mujer,28801.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2005,Hombre,170060.0,Más de 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2005,Mujer,27397.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2005,Hombre,154392.0,Más de 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2005,Mujer,22310.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2005,Hombre,163038.0,Más de 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2005,Mujer,23190.0,Más de 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2025,Hombre,19599.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2025,Mujer,3163.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2025,Hombre,12725.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2025,Mujer,1185.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2025,Hombre,14804.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2025,Mujer,7639.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2025,Hombre,17145.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2025,Mujer,5859.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2024,Hombre,22003.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2024,Mujer,6404.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2024,Hombre,14387.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2024,Mujer,4011.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2024,Hombre,19123.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2024,Mujer,4786.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2024,Hombre,23776.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2024,Mujer,6440.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2023,Hombre,18892.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2023,Mujer,4060.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2023,Hombre,26075.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2023,Mujer,4358.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2023,Hombre,23347.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2023,Mujer,6991.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2023,Hombre,23344.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2023,Mujer,7836.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2022,Hombre,37063.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2022,Mujer,10611.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2022,Hombre,24517.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2022,Mujer,3960.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2022,Hombre,29228.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2022,Mujer,8979.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2022,Hombre,37556.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2022,Mujer,7099.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2021,Hombre,43980.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2021,Mujer,9880.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2021,Hombre,45018.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2021,Mujer,11978.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2021,Hombre,49108.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2021,Mujer,11784.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2021,Hombre,38388.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2021,Mujer,3649.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2020,Hombre,54451.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2020,Mujer,10544.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2020,Hombre,48106.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2020,Mujer,5878.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2020,Hombre,59378.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2020,Mujer,9325.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2019,Hombre,79038.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2019,Mujer,15316.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2019,Hombre,74046.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2019,Mujer,15640.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2019,Hombre,72794.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2019,Mujer,11297.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2019,Hombre,71489.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2019,Mujer,11114.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2018,Hombre,108772.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2018,Mujer,14149.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2018,Hombre,95082.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2018,Mujer,25651.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2018,Hombre,99376.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2018,Mujer,13777.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2018,Hombre,94841.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2018,Mujer,18001.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2017,Hombre,135760.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2017,Mujer,16586.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2017,Hombre,156223.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2017,Mujer,23889.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2017,Hombre,154515.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2017,Mujer,22272.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2017,Hombre,145057.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2017,Mujer,23605.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2016,Hombre,160698.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2016,Mujer,19333.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2016,Hombre,150013.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2016,Mujer,20137.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2016,Hombre,134145.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2016,Mujer,21039.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2016,Hombre,134683.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2016,Mujer,20258.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2015,Hombre,194584.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2015,Mujer,31971.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2015,Hombre,195580.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2015,Mujer,29289.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2015,Hombre,177828.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2015,Mujer,29351.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2015,Hombre,179700.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2015,Mujer,21823.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2014,Hombre,179689.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2014,Mujer,24740.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2014,Hombre,171081.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2014,Mujer,23044.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2014,Hombre,177091.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2014,Mujer,24510.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2014,Hombre,185716.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2014,Mujer,31049.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2013,Hombre,191574.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2013,Mujer,29943.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2013,Hombre,190300.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2013,Mujer,37666.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2013,Hombre,184409.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2013,Mujer,34670.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2013,Hombre,176984.0,Más de 5 salarios mínimos,Primaria completa
Primer trimestre del 2013,Mujer,25008.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2012,Hombre,180100.0,Más de 5 salarios mínimos,Primaria completa
Cuarto trimestre del 2012,Mujer,41470.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2012,Hombre,200239.0,Más de 5 salarios mínimos,Primaria completa
Tercer trimestre del 2012,Mujer,46059.0,Más de 5 salarios mínimos,Primaria completa
Segundo trimestre del 2012,Hombre,186862.0,Más de 5 salarios mínimos,Primaria completa
